transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN400000000507,15-10-2024 00:14:00,P2P,Fuel,11648,FAILED,46-55,18-25,Karnataka,HDFC,HDFC,Android,WiFi,1,0,Tuesday,0
TXN400000000508,18-02-2024 07:13:00,Bill Payment,Fuel,14088,FAILED,46-55,56+,Rajasthan,HDFC,Axis,iOS,5G,1,7,Sunday,1
TXN400000000509,30-09-2024 01:18:00,P2P,Grocery,4342,SUCCESS,46-55,46-55,Maharashtra,HDFC,Yes Bank,Android,3G,1,1,Monday,0
TXN400000000510,03-02-2024 02:50:00,Recharge,Shopping,1646,FAILED,36-45,18-25,Gujarat,SBI,PNB,Android,4G,0,2,Saturday,1
TXN400000000511,02-01-2024 15:06:00,Recharge,Fuel,7610,SUCCESS,36-45,18-25,Delhi,HDFC,Axis,iOS,5G,1,15,Tuesday,0
TXN400000000512,14-08-2024 07:45:00,Recharge,Utilities,744,FAILED,26-35,46-55,Tamil Nadu,Yes Bank,Kotak,iOS,5G,0,7,Wednesday,0
TXN400000000513,15-11-2024 12:07:00,P2P,Shopping,4097,SUCCESS,18-25,46-55,Rajasthan,Yes Bank,HDFC,Android,WiFi,0,12,Friday,0
TXN400000000514,19-06-2024 03:17:00,P2M,Entertainment,2643,SUCCESS,18-25,18-25,Rajasthan,PNB,Yes Bank,iOS,3G,0,3,Wednesday,0
TXN400000000515,29-03-2024 17:47:00,P2M,Grocery,3643,SUCCESS,26-35,26-35,Gujarat,ICICI,ICICI,Android,3G,0,17,Friday,0
TXN400000000516,24-03-2024 23:50:00,Bill Payment,Healthcare,211,FAILED,56+,56+,Delhi,SBI,HDFC,iOS,5G,0,23,Sunday,1
TXN400000000517,10-02-2024 20:44:00,P2M,Fuel,13453,FAILED,36-45,36-45,Maharashtra,HDFC,Kotak,Android,4G,0,20,Saturday,1
TXN400000000518,21-10-2024 05:34:00,Recharge,Healthcare,14130,FAILED,56+,56+,Tamil Nadu,Kotak,SBI,iOS,WiFi,1,5,Monday,0
TXN400000000519,10-10-2024 18:01:00,Recharge,Entertainment,11629,SUCCESS,36-45,26-35,Tamil Nadu,Axis,SBI,iOS,4G,0,18,Thursday,0
TXN400000000520,02-02-2024 10:51:00,Recharge,Fuel,11929,FAILED,26-35,36-45,Rajasthan,Yes Bank,Kotak,Android,5G,0,10,Friday,0
TXN400000000521,14-05-2024 14:12:00,Recharge,Shopping,881,SUCCESS,18-25,26-35,Tamil Nadu,Axis,ICICI,Android,4G,1,14,Tuesday,0
TXN400000000522,28-08-2024 02:42:00,P2P,Entertainment,13107,SUCCESS,18-25,36-45,Karnataka,ICICI,PNB,Android,3G,1,2,Wednesday,0
TXN400000000523,05-07-2024 12:49:00,Bill Payment,Grocery,12882,SUCCESS,18-25,26-35,Maharashtra,HDFC,Yes Bank,Android,3G,0,12,Friday,0
TXN400000000524,22-09-2024 00:39:00,Recharge,Fuel,13118,FAILED,56+,18-25,Maharashtra,PNB,ICICI,iOS,5G,0,0,Sunday,1
TXN400000000525,02-03-2024 19:43:00,P2M,Food,18999,FAILED,56+,36-45,Tamil Nadu,Axis,PNB,Android,4G,0,19,Saturday,1
TXN400000000526,25-04-2024 16:03:00,P2M,Entertainment,18239,FAILED,56+,46-55,Delhi,Yes Bank,PNB,Android,5G,1,16,Thursday,0
TXN400000000527,28-10-2024 17:16:00,Bill Payment,Healthcare,1335,FAILED,36-45,18-25,Delhi,Axis,HDFC,Android,4G,0,17,Monday,0
TXN400000000528,17-10-2024 19:51:00,Bill Payment,Grocery,16476,FAILED,36-45,46-55,Maharashtra,Axis,HDFC,Android,3G,0,19,Thursday,0
TXN400000000529,12-09-2024 08:11:00,Bill Payment,Grocery,11422,SUCCESS,18-25,46-55,Tamil Nadu,HDFC,ICICI,iOS,3G,0,8,Thursday,0
TXN400000000530,26-01-2024 11:40:00,P2P,Healthcare,19068,SUCCESS,56+,26-35,Maharashtra,SBI,SBI,Android,4G,1,11,Friday,0
TXN400000000531,01-04-2024 02:16:00,Bill Payment,Grocery,9202,FAILED,18-25,56+,Delhi,ICICI,PNB,iOS,WiFi,0,2,Monday,0
TXN400000000532,15-01-2024 20:12:00,Recharge,Utilities,7233,SUCCESS,56+,18-25,Delhi,Yes Bank,PNB,iOS,4G,0,20,Monday,0
TXN400000000533,07-03-2024 02:09:00,Bill Payment,Utilities,8342,FAILED,56+,46-55,Maharashtra,ICICI,Axis,iOS,4G,0,2,Thursday,0
TXN400000000534,29-03-2024 14:43:00,P2M,Healthcare,13831,SUCCESS,46-55,56+,Tamil Nadu,SBI,SBI,iOS,4G,1,14,Friday,0
TXN400000000535,29-09-2024 12:22:00,Bill Payment,Healthcare,10881,SUCCESS,18-25,18-25,Karnataka,ICICI,Axis,Android,3G,0,12,Sunday,1
TXN400000000536,01-11-2024 22:59:00,P2M,Utilities,8250,FAILED,56+,56+,Delhi,PNB,Kotak,Android,WiFi,0,22,Friday,0
TXN400000000537,24-05-2024 21:45:00,P2M,Utilities,12776,SUCCESS,56+,56+,Rajasthan,Kotak,HDFC,iOS,3G,1,21,Friday,0
TXN400000000538,10-05-2024 11:57:00,P2P,Entertainment,7526,SUCCESS,56+,56+,Tamil Nadu,Yes Bank,PNB,iOS,4G,0,11,Friday,0
TXN400000000539,01-11-2024 12:44:00,P2M,Food,5757,FAILED,56+,18-25,Gujarat,Yes Bank,SBI,Android,5G,1,12,Friday,0
TXN400000000540,07-06-2024 19:38:00,Bill Payment,Grocery,4027,FAILED,26-35,46-55,Gujarat,ICICI,PNB,iOS,WiFi,1,19,Friday,0
TXN400000000541,07-08-2024 02:08:00,Recharge,Healthcare,6499,SUCCESS,18-25,56+,Tamil Nadu,SBI,Yes Bank,Android,3G,1,2,Wednesday,0
TXN400000000542,17-04-2024 09:51:00,Bill Payment,Shopping,7348,SUCCESS,26-35,18-25,Maharashtra,HDFC,Kotak,iOS,WiFi,1,9,Wednesday,0
TXN400000000543,14-01-2024 12:58:00,Recharge,Entertainment,1323,SUCCESS,36-45,56+,Delhi,SBI,HDFC,Android,WiFi,0,12,Sunday,1
TXN400000000544,15-07-2024 01:12:00,P2P,Fuel,2027,FAILED,18-25,36-45,Maharashtra,SBI,HDFC,Android,4G,1,1,Monday,0
TXN400000000545,06-10-2024 00:28:00,P2M,Entertainment,6468,SUCCESS,26-35,18-25,Delhi,Yes Bank,Yes Bank,Android,3G,1,0,Sunday,1
TXN400000000546,01-02-2024 15:44:00,Recharge,Food,13179,FAILED,36-45,26-35,Tamil Nadu,SBI,HDFC,iOS,4G,1,15,Thursday,0
TXN400000000547,25-07-2024 21:20:00,P2P,Food,12672,SUCCESS,46-55,18-25,Rajasthan,Kotak,ICICI,Android,3G,1,21,Thursday,0
TXN400000000548,28-05-2024 02:44:00,Recharge,Healthcare,574,FAILED,56+,56+,Gujarat,ICICI,Kotak,Android,3G,1,2,Tuesday,0
TXN400000000549,17-08-2024 18:33:00,P2P,Shopping,17749,FAILED,18-25,36-45,Maharashtra,PNB,Axis,Android,3G,1,18,Saturday,1
TXN400000000550,21-04-2024 11:02:00,Recharge,Fuel,3946,FAILED,46-55,56+,Gujarat,HDFC,SBI,iOS,3G,0,11,Sunday,1
TXN400000000551,28-08-2024 20:53:00,P2P,Food,15898,SUCCESS,36-45,18-25,Karnataka,SBI,PNB,iOS,4G,0,20,Wednesday,0
TXN400000000552,01-08-2024 04:46:00,P2M,Fuel,6810,FAILED,26-35,56+,Rajasthan,Yes Bank,SBI,Android,5G,0,4,Thursday,0
TXN400000000553,20-02-2024 04:48:00,Bill Payment,Food,7453,FAILED,26-35,26-35,Gujarat,Kotak,Kotak,Android,3G,0,4,Tuesday,0
TXN400000000554,24-08-2024 12:50:00,Recharge,Healthcare,14521,SUCCESS,46-55,46-55,Gujarat,SBI,HDFC,Android,5G,1,12,Saturday,1
TXN400000000555,02-02-2024 02:04:00,P2M,Grocery,15139,SUCCESS,18-25,26-35,Gujarat,SBI,HDFC,iOS,5G,0,2,Friday,0
TXN400000000556,21-02-2024 20:12:00,Bill Payment,Food,7309,SUCCESS,56+,26-35,Karnataka,Axis,SBI,Android,3G,1,20,Wednesday,0
TXN400000000557,24-06-2024 02:06:00,P2P,Entertainment,3465,SUCCESS,56+,26-35,Rajasthan,ICICI,Axis,iOS,4G,0,2,Monday,0
TXN400000000558,27-07-2024 21:44:00,Recharge,Fuel,8006,FAILED,56+,18-25,Tamil Nadu,PNB,ICICI,iOS,WiFi,0,21,Saturday,1
TXN400000000559,12-12-2024 13:04:00,Recharge,Grocery,18981,FAILED,18-25,26-35,Tamil Nadu,PNB,Kotak,Android,WiFi,1,13,Thursday,0
TXN400000000560,06-12-2024 23:14:00,Recharge,Healthcare,14032,FAILED,56+,26-35,Tamil Nadu,Kotak,Yes Bank,iOS,5G,0,23,Friday,0
TXN400000000561,06-04-2024 06:21:00,P2M,Food,5527,FAILED,56+,46-55,Karnataka,HDFC,Axis,iOS,3G,1,6,Saturday,1
TXN400000000562,28-01-2024 14:00:00,Recharge,Utilities,15119,SUCCESS,18-25,36-45,Rajasthan,PNB,Axis,iOS,WiFi,0,14,Sunday,1
TXN400000000563,19-05-2024 23:20:00,P2M,Healthcare,3102,SUCCESS,26-35,26-35,Gujarat,ICICI,ICICI,iOS,5G,1,23,Sunday,1
TXN400000000564,09-06-2024 20:30:00,Bill Payment,Grocery,8297,FAILED,56+,18-25,Gujarat,Kotak,HDFC,iOS,WiFi,1,20,Sunday,1
TXN400000000565,06-09-2024 02:29:00,P2P,Food,19996,FAILED,26-35,56+,Delhi,SBI,SBI,Android,3G,0,2,Friday,0
TXN400000000566,17-10-2024 08:56:00,Recharge,Grocery,1102,FAILED,36-45,26-35,Maharashtra,Kotak,PNB,iOS,5G,0,8,Thursday,0
TXN400000000567,20-07-2024 03:35:00,Bill Payment,Healthcare,4414,SUCCESS,36-45,56+,Karnataka,HDFC,Kotak,iOS,5G,1,3,Saturday,1
TXN400000000568,20-05-2024 22:05:00,P2M,Grocery,16542,SUCCESS,36-45,36-45,Delhi,Yes Bank,PNB,iOS,5G,1,22,Monday,0
TXN400000000569,23-03-2024 03:20:00,Bill Payment,Grocery,2044,SUCCESS,46-55,46-55,Karnataka,Axis,Kotak,Android,5G,1,3,Saturday,1
TXN400000000570,26-05-2024 21:00:00,P2M,Food,7996,SUCCESS,46-55,18-25,Karnataka,ICICI,ICICI,Android,3G,1,21,Sunday,1
TXN400000000571,14-03-2024 16:51:00,Recharge,Grocery,9199,FAILED,56+,56+,Gujarat,SBI,Kotak,iOS,3G,0,16,Thursday,0
TXN400000000572,22-05-2024 04:37:00,P2P,Shopping,17444,FAILED,26-35,18-25,Gujarat,Yes Bank,Yes Bank,iOS,3G,0,4,Wednesday,0
TXN400000000573,01-08-2024 20:43:00,P2M,Fuel,4946,SUCCESS,36-45,36-45,Maharashtra,PNB,HDFC,iOS,3G,1,20,Thursday,0
TXN400000000574,05-08-2024 11:25:00,P2M,Fuel,15760,SUCCESS,26-35,18-25,Gujarat,SBI,Axis,Android,4G,0,11,Monday,0
TXN400000000575,28-01-2024 12:45:00,P2P,Fuel,3119,FAILED,36-45,46-55,Maharashtra,HDFC,Yes Bank,iOS,4G,1,12,Sunday,1
TXN400000000576,13-01-2024 15:16:00,Bill Payment,Food,4364,FAILED,36-45,46-55,Maharashtra,HDFC,PNB,Android,3G,0,15,Saturday,1
TXN400000000577,16-06-2024 11:26:00,Recharge,Shopping,7027,SUCCESS,26-35,46-55,Delhi,ICICI,Kotak,Android,5G,1,11,Sunday,1
TXN400000000578,12-04-2024 07:09:00,Bill Payment,Healthcare,18119,SUCCESS,46-55,36-45,Rajasthan,Yes Bank,ICICI,Android,5G,1,7,Friday,0
TXN400000000579,30-01-2024 19:13:00,P2P,Healthcare,6916,FAILED,26-35,56+,Delhi,ICICI,SBI,Android,4G,1,19,Tuesday,0
TXN400000000580,21-01-2024 02:32:00,P2M,Grocery,10565,FAILED,46-55,18-25,Tamil Nadu,Axis,Kotak,Android,3G,1,2,Sunday,1
TXN400000000581,13-05-2024 14:22:00,Bill Payment,Grocery,14418,SUCCESS,56+,36-45,Karnataka,Yes Bank,Kotak,Android,WiFi,1,14,Monday,0
TXN400000000582,17-11-2024 02:10:00,Recharge,Shopping,19061,SUCCESS,46-55,46-55,Rajasthan,SBI,ICICI,iOS,5G,0,2,Sunday,1
TXN400000000583,31-01-2024 13:16:00,P2M,Shopping,9172,SUCCESS,56+,56+,Karnataka,SBI,Yes Bank,Android,5G,1,13,Wednesday,0
TXN400000000584,05-08-2024 10:51:00,P2P,Fuel,12949,FAILED,18-25,26-35,Rajasthan,Axis,PNB,Android,4G,0,10,Monday,0
TXN400000000585,27-09-2024 19:10:00,Recharge,Entertainment,11233,FAILED,18-25,36-45,Rajasthan,HDFC,HDFC,Android,3G,1,19,Friday,0
TXN400000000586,07-07-2024 13:52:00,Bill Payment,Grocery,7268,FAILED,56+,56+,Karnataka,Axis,ICICI,Android,3G,0,13,Sunday,1
TXN400000000587,29-01-2024 01:39:00,P2P,Entertainment,18358,FAILED,26-35,56+,Rajasthan,Kotak,Kotak,iOS,WiFi,1,1,Monday,0
TXN400000000588,16-07-2024 16:21:00,P2M,Food,19498,SUCCESS,56+,46-55,Rajasthan,Yes Bank,ICICI,Android,WiFi,0,16,Tuesday,0
TXN400000000589,25-07-2024 10:54:00,Bill Payment,Healthcare,18272,SUCCESS,56+,18-25,Karnataka,ICICI,PNB,Android,5G,0,10,Thursday,0
TXN400000000590,23-05-2024 01:44:00,P2M,Shopping,1927,FAILED,26-35,18-25,Delhi,HDFC,ICICI,iOS,WiFi,0,1,Thursday,0
TXN400000000591,11-09-2024 03:26:00,P2M,Utilities,10575,FAILED,18-25,46-55,Karnataka,ICICI,PNB,Android,4G,1,3,Wednesday,0
TXN400000000592,15-07-2024 16:23:00,Recharge,Entertainment,13516,FAILED,56+,56+,Maharashtra,Kotak,Axis,Android,5G,1,16,Monday,0
TXN400000000593,28-03-2024 21:32:00,P2M,Utilities,1219,FAILED,36-45,36-45,Tamil Nadu,Axis,Yes Bank,iOS,WiFi,0,21,Thursday,0
TXN400000000594,01-06-2024 08:27:00,Recharge,Fuel,5877,SUCCESS,46-55,56+,Tamil Nadu,HDFC,Yes Bank,Android,WiFi,1,8,Saturday,1
TXN400000000595,05-03-2024 07:54:00,P2M,Shopping,14000,SUCCESS,36-45,36-45,Rajasthan,HDFC,HDFC,Android,WiFi,0,7,Tuesday,0
TXN400000000596,27-08-2024 17:46:00,Bill Payment,Grocery,11907,FAILED,56+,18-25,Gujarat,Axis,PNB,iOS,5G,0,17,Tuesday,0
TXN400000000597,29-02-2024 23:49:00,P2M,Utilities,1196,FAILED,56+,26-35,Delhi,Yes Bank,SBI,Android,WiFi,1,23,Thursday,0
TXN400000000598,23-05-2024 12:16:00,P2P,Grocery,17056,SUCCESS,56+,18-25,Gujarat,Kotak,Yes Bank,iOS,3G,0,12,Thursday,0
TXN400000000599,17-04-2024 08:58:00,P2M,Grocery,7803,FAILED,36-45,56+,Rajasthan,Kotak,Yes Bank,Android,WiFi,0,8,Wednesday,0
TXN400000000600,07-03-2024 09:29:00,P2P,Grocery,13426,FAILED,18-25,56+,Gujarat,ICICI,Yes Bank,Android,5G,1,9,Thursday,0
TXN400000000601,25-11-2024 11:14:00,Recharge,Shopping,9328,SUCCESS,18-25,46-55,Rajasthan,Axis,Axis,iOS,4G,1,11,Monday,0
TXN400000000602,07-01-2024 16:13:00,Recharge,Healthcare,4401,SUCCESS,26-35,18-25,Gujarat,Axis,Yes Bank,Android,3G,0,16,Sunday,1
TXN400000000603,20-09-2024 04:47:00,P2P,Shopping,9567,SUCCESS,56+,56+,Maharashtra,Kotak,SBI,Android,5G,1,4,Friday,0
TXN400000000604,04-09-2024 14:58:00,P2P,Healthcare,3044,SUCCESS,36-45,46-55,Gujarat,Yes Bank,ICICI,Android,5G,0,14,Wednesday,0
TXN400000000605,30-01-2024 05:05:00,P2P,Entertainment,8119,SUCCESS,26-35,46-55,Delhi,Axis,ICICI,iOS,WiFi,0,5,Tuesday,0
TXN400000000606,04-10-2024 07:16:00,Bill Payment,Healthcare,6795,SUCCESS,26-35,18-25,Rajasthan,Kotak,SBI,Android,5G,1,7,Friday,0
TXN400000000607,27-04-2024 15:29:00,Bill Payment,Fuel,10624,FAILED,36-45,56+,Tamil Nadu,Yes Bank,Yes Bank,Android,WiFi,1,15,Saturday,1
TXN400000000608,20-01-2024 08:02:00,P2P,Healthcare,16038,SUCCESS,26-35,46-55,Maharashtra,Yes Bank,ICICI,Android,3G,0,8,Saturday,1
TXN400000000609,22-10-2024 21:36:00,P2P,Utilities,12069,SUCCESS,26-35,36-45,Delhi,Kotak,Kotak,Android,5G,1,21,Tuesday,0
TXN400000000610,24-05-2024 11:52:00,Recharge,Entertainment,9341,FAILED,36-45,36-45,Karnataka,ICICI,Yes Bank,iOS,5G,1,11,Friday,0
TXN400000000611,31-03-2024 11:25:00,P2P,Fuel,16522,FAILED,56+,56+,Maharashtra,HDFC,Axis,Android,4G,0,11,Sunday,1
TXN400000000612,21-04-2024 12:24:00,Bill Payment,Grocery,18070,FAILED,18-25,36-45,Maharashtra,Yes Bank,Kotak,iOS,4G,0,12,Sunday,1
TXN400000000613,24-08-2024 20:04:00,Bill Payment,Entertainment,2997,FAILED,18-25,26-35,Karnataka,Kotak,SBI,iOS,4G,0,20,Saturday,1
TXN400000000614,07-04-2024 10:39:00,Bill Payment,Food,6155,SUCCESS,26-35,18-25,Delhi,PNB,ICICI,iOS,WiFi,0,10,Sunday,1
TXN400000000615,11-11-2024 13:18:00,P2P,Entertainment,14168,SUCCESS,56+,46-55,Maharashtra,ICICI,ICICI,Android,4G,0,13,Monday,0
TXN400000000616,08-05-2024 04:53:00,Recharge,Healthcare,15367,SUCCESS,26-35,56+,Delhi,SBI,PNB,iOS,5G,1,4,Wednesday,0
TXN400000000617,16-05-2024 05:36:00,P2M,Healthcare,17360,FAILED,46-55,46-55,Karnataka,Yes Bank,Yes Bank,iOS,3G,0,5,Thursday,0
TXN400000000618,08-08-2024 07:17:00,P2P,Grocery,12802,FAILED,26-35,26-35,Tamil Nadu,Axis,Yes Bank,iOS,WiFi,1,7,Thursday,0
TXN400000000619,12-04-2024 23:18:00,P2M,Grocery,5382,SUCCESS,46-55,18-25,Maharashtra,PNB,Axis,iOS,WiFi,1,23,Friday,0
TXN400000000620,03-09-2024 02:25:00,Recharge,Healthcare,7429,FAILED,18-25,46-55,Delhi,PNB,Yes Bank,Android,4G,0,2,Tuesday,0
TXN400000000621,21-07-2024 13:29:00,Recharge,Entertainment,4155,FAILED,36-45,36-45,Rajasthan,Yes Bank,Axis,iOS,5G,1,13,Sunday,1
TXN400000000622,23-11-2024 22:35:00,Bill Payment,Entertainment,3391,SUCCESS,46-55,36-45,Delhi,PNB,Axis,Android,4G,1,22,Saturday,1
TXN400000000623,26-06-2024 22:09:00,Recharge,Entertainment,19241,SUCCESS,36-45,26-35,Tamil Nadu,ICICI,SBI,Android,5G,1,22,Wednesday,0
TXN400000000624,29-07-2024 19:13:00,Recharge,Utilities,19479,FAILED,26-35,56+,Rajasthan,PNB,HDFC,Android,3G,0,19,Monday,0
TXN400000000625,10-03-2024 06:41:00,Bill Payment,Grocery,565,SUCCESS,26-35,26-35,Rajasthan,Axis,Yes Bank,Android,5G,0,6,Sunday,1
TXN400000000626,29-10-2024 08:18:00,P2P,Healthcare,16475,FAILED,56+,26-35,Karnataka,PNB,PNB,Android,WiFi,1,8,Tuesday,0
TXN400000000627,25-05-2024 09:41:00,Recharge,Food,7664,SUCCESS,36-45,46-55,Rajasthan,PNB,Axis,Android,5G,0,9,Saturday,1
TXN400000000628,10-12-2024 21:38:00,P2P,Shopping,4408,FAILED,26-35,36-45,Rajasthan,Axis,SBI,Android,3G,0,21,Tuesday,0
TXN400000000629,14-07-2024 02:32:00,Bill Payment,Fuel,7839,FAILED,26-35,46-55,Tamil Nadu,Yes Bank,ICICI,Android,WiFi,0,2,Sunday,1
TXN400000000630,12-05-2024 17:51:00,Bill Payment,Shopping,217,SUCCESS,26-35,36-45,Rajasthan,Axis,Kotak,iOS,3G,1,17,Sunday,1
TXN400000000631,16-09-2024 01:40:00,Bill Payment,Fuel,7139,FAILED,36-45,46-55,Rajasthan,Yes Bank,Yes Bank,Android,4G,0,1,Monday,0
TXN400000000632,01-01-2024 20:42:00,P2M,Food,4767,FAILED,36-45,36-45,Delhi,Axis,Yes Bank,Android,WiFi,1,20,Monday,0
TXN400000000633,08-10-2024 05:36:00,Bill Payment,Fuel,525,FAILED,56+,36-45,Tamil Nadu,Axis,SBI,Android,4G,0,5,Tuesday,0
TXN400000000634,07-05-2024 03:09:00,P2M,Grocery,4793,SUCCESS,56+,46-55,Delhi,Axis,Axis,Android,4G,1,3,Tuesday,0
TXN400000000635,20-03-2024 02:18:00,P2P,Grocery,18792,SUCCESS,36-45,36-45,Delhi,Axis,ICICI,iOS,3G,0,2,Wednesday,0
TXN400000000636,25-05-2024 07:14:00,P2M,Healthcare,18656,SUCCESS,36-45,46-55,Maharashtra,ICICI,PNB,iOS,3G,1,7,Saturday,1
TXN400000000637,13-10-2024 01:03:00,Bill Payment,Grocery,12324,FAILED,18-25,56+,Tamil Nadu,SBI,Axis,iOS,4G,1,1,Sunday,1
TXN400000000638,20-06-2024 08:06:00,P2P,Entertainment,13854,FAILED,56+,36-45,Rajasthan,ICICI,PNB,iOS,4G,0,8,Thursday,0
TXN400000000639,06-01-2024 09:22:00,P2P,Utilities,15866,SUCCESS,46-55,26-35,Tamil Nadu,PNB,PNB,Android,5G,1,9,Saturday,1
TXN400000000640,19-09-2024 00:15:00,P2M,Grocery,7923,SUCCESS,46-55,36-45,Tamil Nadu,SBI,Kotak,Android,4G,1,0,Thursday,0
TXN400000000641,06-04-2024 14:22:00,Bill Payment,Shopping,18110,SUCCESS,26-35,56+,Tamil Nadu,ICICI,Axis,iOS,4G,1,14,Saturday,1
TXN400000000642,10-12-2024 19:39:00,P2M,Grocery,1534,SUCCESS,46-55,56+,Karnataka,Yes Bank,HDFC,iOS,WiFi,1,19,Tuesday,0
TXN400000000643,08-06-2024 04:45:00,Recharge,Entertainment,2233,FAILED,26-35,18-25,Rajasthan,Axis,HDFC,Android,WiFi,0,4,Saturday,1
TXN400000000644,21-09-2024 11:37:00,P2P,Fuel,9339,SUCCESS,36-45,26-35,Karnataka,Yes Bank,SBI,Android,4G,1,11,Saturday,1
TXN400000000645,03-07-2024 11:13:00,Recharge,Shopping,14448,FAILED,26-35,36-45,Maharashtra,Axis,PNB,iOS,4G,1,11,Wednesday,0
TXN400000000646,07-04-2024 02:26:00,Bill Payment,Food,15134,FAILED,36-45,26-35,Delhi,Yes Bank,Kotak,Android,3G,1,2,Sunday,1
TXN400000000647,15-03-2024 05:42:00,Recharge,Food,4692,FAILED,26-35,18-25,Tamil Nadu,HDFC,ICICI,iOS,WiFi,0,5,Friday,0
TXN400000000648,07-09-2024 19:44:00,Recharge,Entertainment,12432,FAILED,26-35,36-45,Gujarat,Kotak,SBI,iOS,4G,0,19,Saturday,1
TXN400000000649,03-12-2024 06:24:00,Bill Payment,Utilities,6500,SUCCESS,18-25,26-35,Rajasthan,PNB,PNB,Android,WiFi,1,6,Tuesday,0
TXN400000000650,29-05-2024 11:42:00,P2P,Fuel,17551,FAILED,26-35,26-35,Rajasthan,ICICI,PNB,iOS,3G,1,11,Wednesday,0
TXN400000000651,08-08-2024 06:30:00,Bill Payment,Fuel,8414,SUCCESS,46-55,18-25,Gujarat,SBI,HDFC,Android,4G,1,6,Thursday,0
TXN400000000652,01-02-2024 10:31:00,Recharge,Entertainment,11468,SUCCESS,46-55,46-55,Delhi,PNB,ICICI,iOS,5G,0,10,Thursday,0
TXN400000000653,17-02-2024 20:38:00,P2P,Healthcare,16672,SUCCESS,26-35,56+,Tamil Nadu,SBI,SBI,Android,WiFi,0,20,Saturday,1
TXN400000000654,11-02-2024 09:31:00,Bill Payment,Shopping,13901,SUCCESS,26-35,56+,Gujarat,ICICI,Kotak,iOS,3G,0,9,Sunday,1
TXN400000000655,19-02-2024 10:11:00,P2P,Entertainment,5968,SUCCESS,56+,56+,Maharashtra,SBI,ICICI,Android,4G,0,10,Monday,0
TXN400000000656,18-02-2024 08:40:00,Bill Payment,Utilities,10993,SUCCESS,56+,36-45,Tamil Nadu,Axis,Kotak,iOS,5G,1,8,Sunday,1
TXN400000000657,14-08-2024 21:28:00,P2P,Grocery,7703,FAILED,56+,56+,Rajasthan,Axis,PNB,iOS,3G,1,21,Wednesday,0
TXN400000000658,12-03-2024 20:40:00,Recharge,Utilities,1447,FAILED,56+,36-45,Delhi,Yes Bank,PNB,iOS,5G,1,20,Tuesday,0
TXN400000000659,13-04-2024 08:09:00,Bill Payment,Healthcare,5565,SUCCESS,46-55,26-35,Maharashtra,Yes Bank,HDFC,iOS,3G,0,8,Saturday,1
TXN400000000660,21-03-2024 18:23:00,Recharge,Food,11410,SUCCESS,46-55,56+,Maharashtra,Kotak,SBI,iOS,5G,1,18,Thursday,0
TXN400000000661,10-08-2024 07:56:00,Bill Payment,Fuel,6775,SUCCESS,56+,56+,Rajasthan,HDFC,PNB,Android,5G,0,7,Saturday,1
TXN400000000662,10-04-2024 15:50:00,P2P,Shopping,2628,SUCCESS,46-55,46-55,Gujarat,Axis,SBI,Android,WiFi,1,15,Wednesday,0
TXN400000000663,27-07-2024 21:54:00,Recharge,Fuel,18806,SUCCESS,56+,46-55,Karnataka,HDFC,ICICI,Android,WiFi,1,21,Saturday,1
TXN400000000664,10-07-2024 20:04:00,Recharge,Entertainment,2981,FAILED,46-55,46-55,Rajasthan,SBI,HDFC,Android,4G,1,20,Wednesday,0
TXN400000000665,14-07-2024 03:39:00,P2P,Entertainment,11848,SUCCESS,56+,46-55,Maharashtra,Axis,HDFC,iOS,4G,1,3,Sunday,1
TXN400000000666,24-09-2024 01:58:00,Recharge,Entertainment,6040,SUCCESS,36-45,18-25,Maharashtra,Kotak,Yes Bank,Android,4G,1,1,Tuesday,0
TXN400000000667,12-07-2024 19:50:00,Bill Payment,Healthcare,11992,FAILED,36-45,36-45,Karnataka,HDFC,PNB,iOS,3G,0,19,Friday,0
TXN400000000668,04-04-2024 09:11:00,P2P,Fuel,6866,FAILED,26-35,18-25,Gujarat,Yes Bank,Axis,Android,5G,1,9,Thursday,0
TXN400000000669,05-05-2024 01:23:00,P2M,Healthcare,121,FAILED,26-35,46-55,Gujarat,SBI,SBI,iOS,4G,0,1,Sunday,1
TXN400000000670,28-09-2024 16:41:00,Recharge,Grocery,12146,SUCCESS,56+,26-35,Karnataka,SBI,ICICI,Android,3G,0,16,Saturday,1
TXN400000000671,10-04-2024 15:53:00,P2P,Utilities,18176,SUCCESS,46-55,56+,Tamil Nadu,ICICI,PNB,Android,4G,1,15,Wednesday,0
TXN400000000672,06-08-2024 10:43:00,Bill Payment,Shopping,1087,FAILED,36-45,36-45,Delhi,SBI,PNB,iOS,3G,0,10,Tuesday,0
TXN400000000673,17-03-2024 22:26:00,P2M,Entertainment,8009,SUCCESS,18-25,46-55,Maharashtra,SBI,PNB,Android,5G,1,22,Sunday,1
TXN400000000674,19-10-2024 20:20:00,Recharge,Food,11224,FAILED,36-45,36-45,Rajasthan,ICICI,ICICI,Android,5G,0,20,Saturday,1
TXN400000000675,24-09-2024 16:08:00,P2P,Entertainment,4139,FAILED,26-35,18-25,Gujarat,ICICI,Yes Bank,iOS,WiFi,0,16,Tuesday,0
